method,target,n,admitted,wrong,correct,coverage,wrong_all,correct_all,wrong_admitted
product_evidence_fusion,0.26,31200,8111,2560,5551,0.2599679487179487,0.08205128205128205,0.17791666666666667,0.3156207619282456
product_evidence_fusion,0.27,31200,8423,2828,5595,0.2699679487179487,0.09064102564102564,0.17932692307692308,0.3357473584233646
product_evidence_fusion,0.28,31200,8733,3076,5657,0.27990384615384617,0.0985897435897436,0.18131410256410257,0.35222718424367344
product_evidence_fusion,0.29,31200,9045,3328,5717,0.2899038461538462,0.10666666666666667,0.1832371794871795,0.3679380873410724
product_evidence_fusion,0.3,31200,9362,3529,5833,0.30006410256410254,0.11310897435897437,0.18695512820512822,0.3769493697927793
product_evidence_fusion,0.31,31200,9676,3720,5956,0.3101282051282051,0.11923076923076924,0.1908974358974359,0.3844563869367507
product_evidence_fusion,0.32,31200,9982,3880,6102,0.31993589743589745,0.12435897435897436,0.19557692307692306,0.38869965938689643
product_evidence_fusion,0.33,31200,10296,4025,6271,0.33,0.12900641025641027,0.20099358974358975,0.3909285159285159
product_evidence_fusion,0.34,31200,10606,4155,6451,0.3399358974358974,0.13317307692307692,0.20676282051282052,0.3917593814821799
product_evidence_fusion,0.35,31200,10918,4261,6657,0.3499358974358974,0.13657051282051283,0.21336538461538462,0.39027294376259386
product_evidence_fusion,0.36,31200,11235,4379,6856,0.36009615384615384,0.1403525641025641,0.21974358974358973,0.3897641299510458
product_evidence_fusion,0.37,31200,11545,4494,7051,0.3700320512820513,0.14403846153846153,0.22599358974358974,0.3892594196621914
product_evidence_fusion,0.38,31200,11859,4612,7247,0.38009615384615386,0.1478205128205128,0.23227564102564102,0.38890294291255584
product_evidence_fusion,0.39,31200,12166,4767,7399,0.38993589743589746,0.15278846153846154,0.2371474358974359,0.39182968929804374
product_evidence_fusion,0.4,31200,12485,4972,7513,0.40016025641025643,0.15935897435897436,0.24080128205128204,0.39823788546255506
product_evidence_fusion,0.41,31200,12793,5210,7583,0.4100320512820513,0.16698717948717948,0.2430448717948718,0.40725396701321037
product_evidence_fusion,0.42,31200,13112,5460,7652,0.42025641025641025,0.175,0.24525641025641026,0.4164124466137889
product_evidence_fusion,0.43,31200,13415,5714,7701,0.42996794871794874,0.18314102564102563,0.24682692307692308,0.425941110696981
product_evidence_fusion,0.44,31200,13718,5956,7762,0.4396794871794872,0.1908974358974359,0.24878205128205128,0.43417407785391454
product_evidence_fusion,0.45,31200,14038,6209,7829,0.44993589743589746,0.19900641025641025,0.25092948717948715,0.4422994728593817
product_evidence_fusion,0.46,31200,14347,6449,7898,0.4598397435897436,0.20669871794871794,0.25314102564102564,0.44950163797309545
product_evidence_fusion,0.47,31200,14665,6707,7958,0.4700320512820513,0.21496794871794872,0.25506410256410256,0.4573474258438459
product_evidence_fusion,0.48,31200,14730,6760,7970,0.4721153846153846,0.21666666666666667,0.25544871794871793,0.4589273591310251
product_evidence_fusion,0.49,31200,14730,6760,7970,0.4721153846153846,0.21666666666666667,0.25544871794871793,0.4589273591310251
product_evidence_fusion,0.5,31200,14730,6760,7970,0.4721153846153846,0.21666666666666667,0.25544871794871793,0.4589273591310251
product_evidence_fusion,0.51,31200,14730,6760,7970,0.4721153846153846,0.21666666666666667,0.25544871794871793,0.4589273591310251
product_evidence_fusion,0.52,31200,14730,6760,7970,0.4721153846153846,0.21666666666666667,0.25544871794871793,0.4589273591310251
product_evidence_fusion,0.53,31200,14730,6760,7970,0.4721153846153846,0.21666666666666667,0.25544871794871793,0.4589273591310251
